rand_point,fid,DN,SpRasterNA,slopeRaste,sg_date,sg__gdd_p2,sg__gdd_p1,pcp0708,pcp0607,pcp0506,MinT0708,MinT0607,MinT0506,MaxT0708,MaxT0607,MaxT0506,elevationR,DistanceRo,DistanceRi,aspectRast,X,Y
1324,2,"0",2.00000,0.01705,137.32899,203.98756,0.25523,78.55721,74.84097,76.25228,10.26675,8.25436,3.45212,21.13532,19.65172,13.86393,92.21964,2452.10083,37610.56250,1.27258,"600116","5469080"
1325,2,"0",1.00000,0.00538,147.55383,159.27798,0.18852,89.99253,88.03229,75.11260,8.99401,6.58296,2.20865,17.03398,15.12434,10.10884,17.82270,2267.91260,33389.58984,5.39150,"525751","5687494"
1326,2,"0",1.00000,0.00936,135.95839,185.47768,0.12101,105.23820,110.15730,108.16858,10.14696,8.19097,3.74460,19.36872,17.84568,13.38860,234.75182,6860.84619,5243.80322,1.12698,"570529","5309109"
1327,2,"0",,0.02208,138.85884,162.05139,0.10051,107.37983,117.41313,113.46590,10.37076,8.17698,3.84242,17.76210,15.81840,11.58511,216.51628,50714.28125,20836.83789,1.92060,"517900","5271985"
1328,2,"0",1.00000,0.02412,132.77736,172.27928,0.05126,94.59934,101.10509,107.39585,10.54188,8.40939,4.24193,19.78162,17.89524,13.35003,65.32235,8425.97363,7473.82178,3.00669,"651651","5275281"
1329,2,"0",2.00000,0.00510,136.53000,199.26543,0.39081,75.06691,71.62518,72.56302,10.80216,8.62147,3.92044,20.51321,18.95390,13.41090,58.34972,3013.26465,18731.75781,5.90996,"700829","5464644"
1330,2,"0",1.00000,0.01117,146.83006,170.52011,0.30210,89.46841,84.89638,74.18580,9.47001,7.12401,2.47634,17.27422,15.44203,10.33802,61.02386,9075.01953,60275.99609,6.27891,"532443","5660852"
1331,2,"0",3.00000,0.02719,139.16711,163.90216,0.09125,110.18994,117.68896,108.49997,10.31651,8.20880,3.78066,17.89990,15.92536,11.57512,224.22142,34953.87891,38428.50000,3.86352,"403290","5292194"
1332,2,"0",2.00000,0.00411,134.60519,199.69766,0.18658,76.34470,76.46276,81.84833,9.93017,8.00697,3.47898,21.33691,19.88594,14.60152,95.04271,2641.70190,3906.01709,0.97774,"707952","5372439"
1333,2,"0",1.00000,0.01347,133.97702,204.83578,0.22543,100.34090,98.87370,89.26648,11.04764,9.26202,4.43977,20.19843,18.89019,14.10174,79.98589,3551.16382,49129.12109,5.30979,"402504","5379332"
1334,2,"0",2.00000,0.01133,137.40160,208.69473,0.35381,80.84048,77.73309,79.29106,10.02328,8.20060,3.36825,21.05281,19.73952,14.04913,223.93236,2966.09766,22664.53516,0.27519,"598404","5449184"
1335,2,"0",1.00000,0.00230,146.72264,176.00819,0.35680,84.78959,81.94713,75.50045,8.90361,6.63599,2.12119,18.01475,16.26440,10.82024,3.99523,3390.49243,68137.40625,6.16618,"571510","5673693"
1336,2,"0",,0.01246,135.26202,181.80128,0.15952,106.28153,111.83839,112.30045,10.32281,8.33613,3.99704,19.17564,17.60911,13.21369,268.39996,7245.75635,11971.83594,5.40445,"602185","5296513"
1337,2,"0",3.00000,0.02266,138.40335,203.81992,0.31869,81.69496,78.65020,78.08852,9.83793,7.90599,3.11025,20.99425,19.51719,13.77313,64.57161,539.86823,60948.66797,2.50749,"563293","5484594"
1338,2,"0",1.00000,0.00852,148.36171,180.43622,0.36365,96.38419,92.08356,83.76416,8.82666,6.81475,1.99309,17.12547,15.63051,10.34328,494.01910,12403.19531,1218.00195,2.43246,"498053","5557572"
1339,2,"0",2.00000,0.00260,135.33398,214.05701,0.41483,82.32309,81.51406,83.58810,10.30855,8.61786,3.79438,21.33755,20.12861,14.62362,180.13879,5989.70947,10853.55664,2.48619,"615684","5418168"
1340,2,"0",,0.01575,142.03540,180.61076,0.28076,109.92000,113.14019,102.98975,9.47353,7.63845,2.96685,18.01459,16.56058,11.84535,482.08997,21679.52148,3790.70703,6.22856,"420251","5331641"
1341,2,"0",2.00000,0.02319,140.76126,206.38271,0.42004,96.42064,93.56976,86.15462,8.99165,7.40391,2.59047,19.88772,18.80518,13.45895,428.83862,10013.14453,13682.52832,1.81224,"494836","5400540"
1342,2,"0",3.00000,0.02174,138.36104,170.37311,0.12175,88.09573,91.91348,95.93536,9.71831,7.49864,3.13377,19.17914,17.36530,12.64712,256.99481,12300.08008,46268.30469,1.35180,"711863","5320352"
1343,2,"0",1.00000,0.00797,148.95306,178.43027,0.36747,97.08236,92.77844,84.31926,8.73881,6.72630,1.90074,16.95242,15.46448,10.18498,509.68884,13858.87402,1379.16589,2.83919,"497315","5559364"
1344,2,"0",2.00000,0.01037,137.25716,210.43369,0.40255,90.48920,89.33020,86.03957,9.50604,7.89232,3.13412,20.85215,19.67252,14.37273,256.82462,20264.60547,23003.17383,5.66574,"554230","5384428"
1345,2,"0",1.00000,0.06888,138.03760,206.20892,0.34592,99.62265,95.86817,86.40064,10.04721,8.37923,3.52388,19.88885,18.75205,13.67773,296.68982,3788.95654,23723.58594,2.31578,"439383","5398489"
1346,2,"0",5.00000,0.01288,136.51717,191.44737,0.12943,79.27257,80.15549,85.80801,9.64201,7.63247,3.14629,20.64533,19.08897,13.91800,184.59134,1681.54419,23718.81055,0.88387,"718997","5356642"
1347,2,"0",,0.01203,141.87775,165.24196,0.15844,108.96115,113.68230,105.22495,9.97700,7.88148,3.31646,17.50147,15.69792,11.20349,393.27136,20133.14648,61453.94141,5.07035,"368143","5295072"
1348,2,"0",3.00000,0.01930,139.01181,161.81009,0.08397,106.06085,111.80585,104.59522,10.57750,8.33221,3.87099,18.02908,15.92886,11.54694,167.59784,6765.51367,82494.51563,3.89352,"353361","5281820"
1349,2,"0",1.00000,0.02035,139.51779,203.95322,0.31531,83.71457,80.09941,78.63489,9.47875,7.62166,2.83323,20.71078,19.31211,13.59348,168.49748,1836.67676,54494.32031,3.42910,"550367","5482087"
1350,2,"0",3.00000,0.01014,139.34128,204.04517,0.36739,101.17478,101.49013,92.09744,9.47635,7.82355,3.06086,19.76398,18.53837,13.43637,342.92487,1208.36279,4280.78760,5.06849,"470232","5362312"
1351,2,"0",3.00000,0.01694,136.22977,176.77904,0.11077,82.20102,85.06776,89.45213,9.90061,7.70945,3.31592,20.05567,18.25793,13.37466,132.42030,2110.20923,45004.81641,0.99273,"724601","5335363"
1352,2,"0",1.00000,0.02153,135.25461,159.63791,0.11208,91.54060,97.39629,102.52969,10.48820,8.16801,4.01706,18.87688,16.81424,12.36059,86.24665,6239.45850,43387.55859,2.23709,"682942","5256624"
1353,2,"0",1.00000,0.01159,134.26241,182.91891,0.09091,84.36180,79.13053,84.60696,10.74824,8.44223,4.00624,20.31472,18.54101,13.48274,31.24265,192.13794,138379.00000,0.54792,"787463","5258910"
1354,2,"0",2.00000,0.00913,136.25443,207.21104,0.22607,91.37111,91.59371,91.16678,9.76231,8.08824,3.38452,20.75077,19.54461,14.39233,283.01776,14091.43457,10450.66309,1.26640,"593025","5375510"
1355,2,"0",,0.09186,139.92825,186.27174,0.20573,98.41888,95.30772,82.93270,10.38651,8.38866,3.58795,18.69255,17.12074,12.13045,207.33041,8787.45410,7183.68311,6.01183,"451104","5518300"
1356,2,"0",1.00000,0.00219,144.14030,188.39168,0.33638,100.01006,95.39784,85.17502,9.05355,7.23250,2.42820,18.32793,17.01752,11.74895,432.33606,527.53601,2240.12183,0.53034,"473484","5503732"
1357,2,"0",1.00000,0.00623,140.62805,182.67619,0.26684,86.50855,81.46565,68.14993,10.80890,8.68583,3.84500,18.13028,16.48380,11.56786,36.12680,3435.14014,42846.98438,0.43330,"479290","5604910"
1358,2,"0",,0.01099,137.38840,189.22546,0.17246,103.73603,107.91042,104.24410,9.81302,7.95147,3.41853,19.42441,17.98223,13.32565,272.75797,7760.37695,21541.19727,6.25187,"554044","5323150"
1359,2,"0",,0.00653,137.18243,170.36664,0.12638,86.31802,90.16042,93.96202,9.85893,7.61918,3.26290,19.40950,17.55039,12.84239,179.14194,11430.11328,47188.75391,3.81850,"715959","5323459"
1360,2,"0",,0.02018,140.97934,164.15669,0.11926,112.13753,121.86057,112.80698,9.82651,7.80714,3.39192,17.60974,15.76773,11.36930,347.16751,16518.31836,12147.40234,3.04884,"466946","5293226"
1361,2,"0",1.00000,0.00813,137.45361,155.94859,0.11334,88.47118,92.86683,101.92606,10.64423,8.18029,3.95047,17.91396,15.94720,11.60405,79.94455,4305.63623,73210.57813,5.63787,"600724","5210454"
1362,2,"0",2.00000,0.01971,136.73726,211.73907,0.29693,81.08678,77.29021,77.38599,9.88205,8.15822,3.33654,21.34225,20.07913,14.44180,160.09811,5241.84766,21384.56836,2.58623,"581585","5442456"
1363,2,"0",2.00000,0.03068,138.27682,211.92036,0.36530,91.08478,85.38571,77.92022,9.36942,7.75595,3.00007,20.77314,19.64158,14.16665,235.89320,5954.13330,16662.27344,6.15980,"497229","5442531"
1364,2,"0",5.00000,0.01394,142.27502,197.42210,0.32971,102.79765,98.38044,88.78263,9.09385,7.45808,2.59188,18.78837,17.73131,12.55757,559.67102,2395.70044,10242.31641,5.38776,"449729","5417848"
1365,2,"0",1.00000,0.02886,133.14836,215.85204,0.19646,90.68945,83.74756,73.84220,10.84019,9.09955,4.33848,21.50528,20.25347,14.93251,27.07633,92.19265,1950.56409,4.99840,"456244","5431756"
1366,2,"0",2.00000,0.02187,136.33311,210.91447,0.25298,80.06472,77.23564,78.88788,10.22415,8.42802,3.60056,21.32380,20.01388,14.33657,151.97104,608.63794,18214.54492,1.50061,"600416","5445532"
1367,2,"0",2.00000,0.00191,135.41658,206.52872,0.23614,81.82818,81.81210,85.69286,10.28671,8.40949,3.67532,21.01274,19.76794,14.38822,211.00238,15861.34473,18600.25391,6.19880,"663699","5404289"
1368,2,"0",5.00000,0.01923,142.29903,202.96710,0.43212,93.13097,88.19832,83.01549,8.60458,6.98405,2.17203,19.70031,18.61024,13.11246,464.06693,15300.46582,36662.11719,4.48313,"517816","5440990"
1369,2,"0",1.00000,0.01637,137.10916,161.35997,0.18365,94.93176,100.89994,106.72632,10.07723,7.82745,3.65607,18.61111,16.65789,12.16764,229.54192,4292.25342,33936.71875,3.10124,"675004","5263447"
1370,2,"0",1.00000,0.01917,148.30563,183.37836,0.43310,91.92728,87.81107,81.74239,8.84043,6.78279,1.98705,17.47546,15.91453,10.50326,433.36377,19835.36328,11869.31934,1.16974,"516297","5566117"
1371,2,"0",1.00000,0.00607,137.55121,191.12971,0.18558,84.27315,82.99019,94.95650,10.77806,8.44178,3.89542,19.79334,18.10852,12.76742,168.11180,310.36942,147725.57813,5.99559,"814347","5277828"
1372,2,"0",3.00000,0.01254,136.26996,205.14990,0.28573,76.74669,72.81603,74.30247,10.54662,8.47507,3.70715,21.40013,19.85990,14.03569,44.85896,1017.52631,33947.75781,1.67521,"609083","5469237"
1373,2,"0",1.00000,0.00598,139.79712,160.86256,0.18167,97.93509,94.28358,101.15971,9.71282,7.27558,3.08425,18.55630,16.64380,11.85126,200.81766,17300.87891,155657.23438,2.39741,"789101","5218259"
1374,2,"0",1.00000,0.01625,139.17947,153.13016,0.11759,100.07165,95.69757,101.60002,9.91497,7.41363,3.23705,18.24150,16.23318,11.66998,166.53374,8669.76660,147036.45313,5.05519,"776092","5213418"
1375,2,"0",3.00000,0.00568,132.21391,213.82892,0.27222,79.48329,79.95518,81.70852,10.92767,9.09778,4.35944,21.85771,20.56067,15.12666,31.67800,6947.72607,7902.89209,0.61891,"651570","5415210"
1376,2,"0",2.00000,0.02083,138.61667,205.72493,0.32432,81.86784,78.49886,79.85392,9.77373,7.92040,3.07997,20.71119,19.39001,13.68680,268.70459,9304.52148,29873.41992,4.88801,"594296","5455057"
1377,2,"0",5.00000,0.00794,138.01135,210.70718,0.38973,83.49046,78.34274,77.00885,9.36270,7.71765,2.91353,21.08823,19.90507,14.34549,248.92117,2734.13867,13655.66406,0.29271,"562027","5435078"
1378,2,"0",2.00000,0.00665,136.90349,202.27541,0.25072,95.85763,96.88531,95.18015,9.65775,7.94995,3.29457,20.38377,19.13854,14.13497,312.67163,18303.46484,11653.78809,2.23762,"578298","5358724"
1379,2,"0",2.00000,0.00157,136.31660,197.89752,0.17767,73.49597,72.27211,75.94147,10.67797,8.49174,3.86587,20.70436,19.04749,13.49249,64.56345,5299.33105,41848.33594,5.65337,"723164","5451324"
1380,2,"0",,0.01305,133.83183,184.68057,0.14966,100.15380,105.37907,107.63322,10.42278,8.44234,4.12750,19.83621,18.22074,13.69308,195.00624,23234.01953,13255.69238,1.95829,"628764","5303736"
1381,2,"0",3.00000,0.01963,143.89215,190.88490,0.43183,84.72481,80.63211,76.83324,9.40587,7.33609,2.62759,19.01559,17.33892,11.77699,215.92532,12543.90918,4084.47339,2.33390,"524086","5552723"
1382,2,"0",1.00000,0.00878,138.48694,209.87357,0.41754,94.52467,93.43315,86.23154,9.42367,7.81316,3.03615,20.50032,19.32651,14.02450,286.38025,5348.15039,4768.58887,6.08338,"506080","5384126"
1383,2,"0",2.00000,0.01461,133.30159,213.14220,0.25399,80.75517,81.14156,83.48894,10.71107,8.89418,4.14543,21.60204,20.33723,14.92173,95.30505,6712.48047,4138.48926,0.57389,"648782","5411525"
1384,2,"0",3.00000,0.03009,137.37173,206.37395,0.37288,100.18159,95.95485,86.40719,10.25435,8.57353,3.68426,19.79203,18.66781,13.64844,319.21573,2001.02673,19915.54297,5.86220,"428069","5404934"
1385,2,"0",,0.01424,134.11353,180.74550,0.15333,106.08426,112.59846,113.59187,10.69245,8.66074,4.38729,19.15333,17.49925,13.16953,219.39885,3189.52319,8917.62793,2.00354,"607702","5286159"
1386,2,"0",5.00000,0.00406,133.27373,216.10953,0.27273,81.79424,81.36301,82.64333,10.52186,8.88117,4.08263,21.80801,20.59327,15.15263,111.16598,1467.47546,14028.38574,4.59265,"608493","5408621"
1387,2,"0",1.00000,0.03166,138.42574,164.53703,0.04195,103.38276,108.57613,101.85556,10.78141,8.49446,3.98698,18.21931,16.11897,11.68686,138.09441,6114.83105,93691.58594,3.13684,"341368","5278987"
1388,2,"0",,0.00322,134.66589,184.28802,0.19660,99.04161,104.10247,106.82153,10.25483,8.27013,3.94792,19.74967,18.13378,13.56128,213.61580,29653.90234,16565.64648,2.33267,"636564","5305134"
1389,2,"0",,0.02246,138.87578,163.14384,0.08623,109.55160,120.32686,113.48175,10.30335,8.17665,3.83856,17.81499,15.85187,11.58987,212.66537,39643.64063,4813.07715,2.03856,"493751","5281163"
1390,2,"0",3.00000,0.01206,135.29262,200.03439,0.20856,75.05643,74.78249,78.59782,10.50765,8.43826,3.82133,21.04247,19.51358,14.01083,76.16489,14497.74805,33895.96875,5.69903,"711650","5431378"
1391,2,"0",1.00000,0.01336,142.40657,198.59819,0.42190,85.55979,81.89234,80.85751,9.16867,7.24215,2.43906,19.92813,18.47377,12.71438,247.89209,1044.46252,41989.52734,5.58814,"547806","5501150"
1392,2,"0",1.00000,0.01543,137.68985,153.69667,0.16430,88.91662,93.43713,103.76732,10.46809,8.03807,3.86234,17.80160,15.84487,11.56784,92.96930,3571.01685,60937.39844,5.82880,"614814","5216170"
1393,2,"0",3.00000,0.00414,136.01302,208.38927,0.24132,98.64458,93.94226,84.52001,10.68414,8.96470,4.06243,20.05242,18.89123,13.89121,221.26799,1992.24011,18000.78711,1.58044,"420347","5411069"
1394,2,"0",2.00000,0.00557,137.31566,192.75377,0.17924,72.79561,69.83707,72.13352,10.84234,8.55112,3.83640,20.25101,18.60629,13.01755,57.04273,2610.86401,33932.39453,5.59650,"714952","5474008"
1395,2,"0",1.00000,0.00788,141.34773,167.23047,0.18353,111.98137,120.77130,111.23958,9.72416,7.74522,3.28854,17.70071,15.92186,11.45537,365.84775,8349.49023,18815.56641,2.57327,"459672","5298360"
1396,2,"0",,0.01894,140.79366,165.99448,0.09358,105.64361,110.07345,102.47903,10.33472,8.15074,3.57276,17.75951,15.86904,11.36962,297.82013,11906.86230,84513.90625,2.51641,"347060","5287796"
1397,2,"0",1.00000,0.00577,135.98471,167.89967,0.18117,93.52857,88.00027,92.80062,10.35000,7.93069,3.61708,19.42470,17.50261,12.79137,63.63411,2033.83960,117469.00000,4.87795,"763336","5252263"
1398,2,"0",,0.01164,142.37503,172.48141,0.26333,110.31039,113.85954,104.16226,9.61900,7.68825,3.04893,17.63560,16.06838,11.45278,480.01865,13554.33398,25680.40820,5.84822,"396153","5318946"
1399,2,"0",1.00000,0.01127,140.32901,200.41869,0.34856,102.40736,104.18098,95.10273,9.30698,7.63308,2.90685,19.51372,18.24319,13.17214,398.72983,14444.84473,3077.83545,6.06935,"482096","5350913"
1400,2,"0",5.00000,0.00583,136.50571,214.49561,0.37224,82.20230,78.60995,78.11970,9.80196,8.16703,3.34467,21.38770,20.19660,14.64268,198.08510,381.51712,5485.32031,3.28000,"578257","5428115"
1401,2,"0",5.00000,0.03314,138.27832,207.52446,0.30467,97.66367,91.30301,81.21174,10.00553,8.31777,3.47151,19.89821,18.77028,13.55206,310.70926,2927.54028,7523.43115,3.24529,"444213","5435853"
1402,2,"0",1.00000,0.02854,138.78671,187.29663,0.24691,97.46245,95.31640,87.34153,10.82747,8.85819,4.06351,18.34762,16.85522,12.14016,262.71738,3624.11670,92232.23438,5.82716,"344147","5378208"
1403,2,"0",1.00000,0.00637,141.47787,184.35852,0.32473,85.65485,80.93906,69.78739,10.51934,8.40219,3.58243,18.24774,16.59921,11.55515,72.37603,1910.67664,28773.82617,2.06546,"491979","5593918"
1404,2,"0",,0.00741,141.83185,203.56528,0.32415,97.33678,93.94737,86.66759,8.77805,7.19053,2.36813,19.56140,18.50297,13.14366,494.85791,14635.67578,18498.92188,1.30405,"494528","5409531"
1405,2,"0",2.00000,0.03206,139.45061,200.05566,0.38783,103.52428,104.63546,94.65112,9.61386,7.91831,3.17554,19.45935,18.17276,13.18824,284.23901,6111.55664,131.59329,5.64901,"454399","5356083"
1406,2,"0",,0.01757,140.08188,163.21411,0.09425,112.27437,122.51337,112.87210,10.04094,7.99785,3.61097,17.67819,15.76275,11.42221,278.72348,6601.76855,21655.62695,3.64274,"457769","5293663"
1407,2,"0",5.00000,0.01282,141.08118,200.79268,0.24779,86.66507,82.35633,79.04663,9.17664,7.35143,2.59438,20.21256,18.83756,13.16379,240.73308,1770.52100,32558.74219,1.06068,"529133","5488787"
1408,2,"0",2.00000,0.01963,134.83472,200.17664,0.23496,84.07321,85.48738,89.20335,10.01687,8.14521,3.58991,20.92281,19.53621,14.42457,198.64403,21093.98438,3230.36548,3.09187,"670324","5364860"
1409,2,"0",,0.01801,149.40109,177.02187,0.40123,98.52817,94.21447,85.40533,8.65479,6.65961,1.82817,16.83328,15.36969,10.10470,548.70868,14540.89258,2963.83130,1.71197,"492489","5555683"
1410,2,"0",1.00000,0.01553,140.60730,142.64716,0.19445,98.59840,97.03867,99.08414,10.24831,7.68571,3.46110,17.08226,14.97460,10.74732,203.70224,7771.59277,109272.92969,1.11872,"738198","5220320"
1411,2,"0",2.00000,0.01064,138.48550,207.97318,0.29033,92.42807,86.42453,78.07920,9.38070,7.74105,3.00927,20.59256,19.43528,13.98096,228.95067,1504.81311,9056.92676,3.75833,"490641","5459533"
1412,2,"0",2.00000,0.01581,135.62062,214.38626,0.34021,84.96817,83.35336,82.98352,9.92573,8.31817,3.52522,21.35961,20.18963,14.78737,187.13533,2040.41431,18246.59766,0.49458,"587275","5403002"
1413,2,"0",,0.02559,144.73784,182.14793,0.33781,108.23414,105.49390,95.31213,9.26734,7.51403,2.63167,17.25952,16.07417,11.19885,679.03375,7254.61279,48468.98047,2.55179,"388934","5405099"
1414,2,"0",3.00000,0.00918,132.32368,185.72914,0.14749,102.74290,108.06541,107.59383,10.77179,8.76352,4.39963,19.93093,18.31519,13.94084,101.88352,1958.71765,12436.61426,4.09317,"590981","5302376"
1415,2,"0",2.00000,0.00713,135.62135,202.68163,0.30967,76.59759,73.10783,72.58867,10.90045,8.78591,4.03797,20.89424,19.38177,13.75785,20.94488,1058.59729,19477.70508,5.38288,"663713","5468086"
1416,2,"0",2.00000,0.01195,137.34108,209.14444,0.36011,80.97092,77.94421,79.49767,10.01874,8.21291,3.37888,21.06658,19.76657,14.08682,205.24507,992.27338,20973.44141,1.91603,"599130","5446222"
1417,2,"0",,0.05051,144.67674,187.57463,0.38463,106.56211,101.58009,90.21044,9.08876,7.36108,2.48456,17.69652,16.54512,11.46105,664.09094,6808.20410,31938.24609,2.89486,"427799","5456103"
1418,2,"0",,0.00218,139.47365,166.48363,0.08463,108.61369,117.70701,112.36133,10.04310,7.96019,3.56634,17.90801,16.09581,11.74037,293.96420,49908.87109,10371.14746,0.36592,"512453","5284459"
1419,2,"0",,0.06739,141.74884,194.51869,0.38844,104.41246,99.93285,89.52119,9.71328,7.99318,3.09475,18.40825,17.26688,12.26571,523.85547,5469.97217,20723.70703,1.54247,"414017","5425839"
1420,2,"0",1.00000,0.00904,138.74973,190.72743,0.29398,70.13187,69.71420,71.14260,11.06465,8.58632,3.79674,19.79541,18.05234,12.43141,33.12281,1333.38147,36176.61328,4.18346,"698031","5496535"
1421,2,"0",3.00000,0.01104,134.65271,157.49248,0.02378,90.55558,96.11605,101.27933,10.59634,8.25232,4.11625,18.82672,16.73356,12.31584,40.09695,6750.16602,45752.14063,3.88666,"682369","5251167"
1422,2,"0",2.00000,0.01381,139.58388,190.65372,0.28563,74.12153,73.58645,81.24223,10.63706,8.12973,3.53008,19.70799,17.89911,12.35520,17.18303,84.94070,68656.90625,1.12389,"789390","5378936"
1423,2,"0",2.00000,0.01211,137.54713,208.66240,0.25545,82.40325,77.76891,76.68601,9.56404,7.84546,3.04261,21.17538,19.91670,14.28921,165.83302,2121.43066,25469.80469,5.91781,"563267","5448538"
1424,2,"0",5.00000,0.00904,136.05446,213.37291,0.29351,88.09455,87.04712,85.74791,9.79594,8.17475,3.41939,21.13845,19.95589,14.66198,214.81638,7375.71484,29763.82422,2.73450,"579115","5389533"
1425,2,"0",3.00000,0.00538,137.46111,192.14575,0.20413,71.67307,70.66440,75.28510,10.73405,8.41728,3.79171,20.35438,18.60219,13.00762,31.63970,5560.20361,60744.68359,1.37142,"744064","5457983"
1426,2,"0",,0.00504,149.73050,177.69856,0.45013,91.06615,86.94461,79.73772,8.82555,6.66838,1.88857,16.94503,15.29951,9.97185,382.14377,35106.19531,51157.38672,2.61367,"530810","5603695"
1427,2,"0",1.00000,0.02849,137.46863,213.70200,0.47117,94.10242,87.67492,78.14607,9.82388,8.18773,3.40965,20.67441,19.55662,14.20142,242.48706,3461.93701,10007.50977,6.04010,"469678","5435809"
1428,2,"0",2.00000,0.00639,135.82100,195.90408,0.26956,100.88364,103.81313,101.37747,9.95825,8.13623,3.58900,20.09062,18.70875,13.99769,230.58176,3463.92725,3129.24219,0.12875,"571288","5333188"
1429,2,"0",1.00000,0.02323,138.23930,163.57266,0.11716,90.34322,92.43954,95.61442,10.23565,7.78881,3.47935,18.63066,16.69142,12.11010,162.70851,1466.58032,86249.77344,0.64019,"739151","5280972"
1430,2,"0",2.00000,0.01805,133.51520,210.31531,0.28026,81.89655,82.53913,85.26913,10.51506,8.70867,4.00282,21.49291,20.22507,14.89935,131.93202,10729.02344,11145.09570,5.58862,"651903","5397677"
1431,2,"0",,0.00444,138.83026,176.31007,0.22544,106.82841,114.07193,108.66983,9.94579,7.96209,3.50234,18.51838,16.85605,12.36130,286.21466,38305.71094,21535.69531,1.31253,"523570","5300639"
1432,2,"0",1.00000,0.04337,144.75940,188.07111,0.39979,86.58759,82.51999,78.29755,9.25594,7.20291,2.46982,18.72821,17.09418,11.55327,310.85986,9727.18848,3088.27100,0.27468,"521154","5551128"
1433,2,"0",1.00000,0.03676,137.17018,204.32629,0.33132,101.20959,97.08219,87.20559,10.58654,8.84695,3.93717,19.51751,18.34256,13.40431,297.36597,3566.84204,26934.01758,6.13728,"409588","5413790"
1434,2,"0",,0.01472,135.51923,188.52316,0.18182,96.04418,99.77989,102.28706,9.97419,8.04932,3.63118,19.94455,18.43793,13.70936,270.81494,32647.78125,6035.06885,4.18790,"643361","5324252"
1435,2,"0",2.00000,0.00407,136.85728,208.98659,0.35711,84.96019,84.63214,87.24117,10.00219,8.25141,3.46005,20.77353,19.57989,14.16335,295.82028,8200.71680,12454.05469,0.87818,"630003","5409456"
1436,2,"0",1.00000,0.00423,151.80626,164.59349,0.18672,82.33751,78.98344,73.49261,8.00799,5.70704,1.51519,16.72010,14.84123,9.47021,28.38656,288.45825,68409.61719,3.08551,"591515","5706720"
1437,2,"0",1.00000,0.01474,141.86290,176.96365,0.22802,108.90859,111.30160,101.55911,9.72228,7.81156,3.13421,17.84669,16.33381,11.67930,447.00012,4588.34619,30328.93750,0.16654,"390648","5326560"
1438,2,"0",1.00000,0.03243,140.29898,169.85532,0.18241,111.25578,119.70685,109.71042,9.88683,7.91364,3.45258,17.93460,16.14406,11.67569,269.46481,530.91382,25741.68555,5.45443,"451955","5302484"
1439,2,"0",3.00000,0.00325,133.89125,189.86702,0.15806,101.92827,106.05251,106.47147,10.31893,8.40426,4.00275,20.02943,18.53767,14.00224,204.62773,5187.38135,9470.57520,1.17861,"609420","5315123"
1440,2,"0",2.00000,0.00600,136.49405,199.00493,0.30625,75.31329,73.03909,75.58167,10.63039,8.48477,3.81696,20.59922,19.04067,13.50624,97.32327,15246.28613,27712.77734,3.82597,"709393","5452727"
1441,2,"0",2.00000,0.02872,134.20145,209.79961,0.30553,79.96606,79.49926,82.61198,10.65863,8.74388,3.98721,21.33526,20.07101,14.62319,121.85317,5879.71533,10620.40039,5.59377,"665756","5418530"
1442,2,"0",,0.00063,138.32573,184.58067,0.29597,105.39509,110.78503,106.58029,9.83581,7.92053,3.41725,18.98719,17.46521,12.88369,301.21387,21755.14258,32544.73633,0.20314,"542433","5313561"
1443,2,"0",,0.00341,140.41716,164.21411,0.14356,111.91212,122.17221,113.16949,9.97461,7.93111,3.54216,17.66059,15.76989,11.41674,294.44296,17851.57617,9601.34570,3.35867,"468613","5290979"
1444,2,"0",1.00000,0.00653,143.60667,197.41840,0.43924,83.73161,80.35271,81.33680,9.36679,7.28860,2.43171,19.63993,18.04511,12.19801,159.30507,5187.40381,49611.52344,1.31603,"560154","5526894"
1445,2,"0",1.00000,0.00349,136.36974,163.87917,0.09441,94.55923,100.71185,106.45947,10.16268,7.94206,3.76549,18.95754,17.01730,12.49375,173.50636,2134.49927,30101.60547,0.85434,"673081","5268337"
1446,2,"0",2.00000,0.00084,135.08549,199.84512,0.18359,90.78902,92.91663,95.18993,10.01184,8.18366,3.63638,20.61769,19.25120,14.28998,235.60478,27701.34375,4461.50244,3.82706,"640665","5353251"
1447,2,"0",,0.00843,150.33911,175.74246,0.31364,100.56221,96.23608,86.98291,8.48286,6.50397,1.66519,16.55228,15.11706,9.87126,605.88995,17579.41406,7342.71582,1.59525,"489312","5552936"
1448,2,"0",3.00000,0.05298,148.14784,174.52097,0.31049,102.56261,98.09195,86.61153,9.02141,7.03948,2.19446,16.78652,15.32386,10.24095,546.45441,12736.28613,12411.19238,0.37901,"465073","5546692"
1449,2,"0",3.00000,0.02828,137.55202,170.91022,0.16573,88.71533,92.73517,96.54854,9.77995,7.57893,3.22317,19.25976,17.45132,12.75370,240.84569,8047.74512,44653.58203,4.55593,"705911","5319734"
1450,2,"0",2.00000,0.03321,138.12985,212.00722,0.36468,92.00626,89.74902,82.77982,9.46475,7.86833,3.07686,20.78014,19.62751,14.23971,284.96802,850.31451,3293.10181,1.80573,"504736","5397691"
1451,2,"0",1.00000,0.03575,140.34969,201.92595,0.35646,100.82877,95.78152,86.07999,9.59455,7.93692,3.06430,19.26630,18.18116,13.03240,469.27966,3404.14063,4612.10303,6.13462,"441438","5419623"
