fid,id,SpRasterNA,slopeRaste,sg_date,sg__gdd_p2,sg__gdd_p1,pcp0708,pcp0607,pcp0506,MinT0708,MinT0607,MinT0506,MaxT0708,MaxT0607,MaxT0506,elevationR,DistanceRo,DistanceRi,aspectRast
"1456","1455",,,,,,,,,,,,,,,,47318.76953,129610.12500,
"1457","1456",,,,,,,,,,,,,,,,53226.58594,93306.09375,
"1458","1457",,,,,,,,,,,,,,,,152168.84375,204781.82813,
"1459","1458",,,,,,,,,,,,,,,,15942.10449,72095.10156,
"1460","1459",,,,,,,,,,,,,,,,136882.14063,214749.04688,
"1461","1460",,,,,,,,,,,,,,,,58168.62500,122253.66406,
"1462","1461",,,134.47746,172.28169,0.07857,102.43504,110.32313,109.72423,10.93364,8.73026,4.39400,18.79849,16.95518,12.73742,,19033.66016,7277.14941,
"1463","1462",,,,,,,,,,,,,,,,160214.32813,239468.46875,
"1464","1463",1.00000,0.00213,152.07292,161.52274,0.18511,80.61884,76.99982,70.75946,7.93063,5.63316,1.48426,16.61292,14.72173,9.39716,12.60472,931.89758,64345.21484,3.58142
"1465","1464",,,,,,,,,,,,,,,,13733.69043,84370.53125,
"1466","1465",2.00000,,140.72038,199.99847,0.35020,81.31392,78.39527,79.62445,9.83798,7.74417,2.89749,20.39318,18.77985,12.94468,60.79677,1216.74707,66349.03906,
"1467","1466",,,,,,,,,,,,,,,,104673.60938,187674.98438,
"1468","1467",,,,,,,,,,,,,,,,15026.58203,95589.39063,
"1469","1468",,,,,,,,,,,,,,,,61188.28125,55769.04297,
"1470","1469",,,,,,,,,,,,,,,,15232.22168,88989.56250,
"1471","1470",2.00000,0.00661,136.71956,210.46262,0.36832,84.72279,84.25872,86.70695,10.01845,8.28261,3.48222,20.83435,19.64331,14.21023,287.61935,4817.62451,16387.88281,4.20371
"1472","1471",,,,,,,,,,,,,,,,173481.23438,249109.04688,
"1473","1472",,,,,,,,,,,,,,,,4470.54004,23404.81445,
"1474","1473",,,,,,,,,,,,,,,,72979.35156,256299.89063,
"1475","1474",,0.07890,141.53294,167.39857,0.14677,102.72242,106.76719,100.12123,10.42274,8.17537,3.50632,17.57890,15.68755,11.11487,392.10745,2307.01660,100572.79688,3.87434
"1476","1475",,,,,,,,,,,,,,,,49480.26953,88561.50000,
"1477","1476",,,,,,,,,,,,,,,,7798.28467,187986.76563,
"1478","1477",,,,,,,,,,,,,,,,101072.67188,129765.74219,
"1479","1478",,,,,,,,,,,,,,,,12580.82617,46376.17969,
"1480","1479",2.00000,0.01593,136.89053,208.24910,0.32133,91.70821,91.38867,89.44173,9.62715,7.98187,3.25715,20.74677,19.55160,14.35794,273.25311,19384.85156,22584.23047,1.98821
"1481","1480",,,151.22006,161.43094,0.21267,78.27045,73.72439,66.17599,7.94305,5.66764,1.52821,16.77619,14.90871,9.59971,0.80776,2705.48755,55481.35547,
"1482","1481",,,,,,,,,,,,,,,,149410.60938,204893.78125,
"1483","1482",,,,,,,,,,,,,,,,38555.95313,139851.42188,
"1484","1483",2.00000,0.00715,134.86092,199.42685,0.25614,73.93449,73.85606,77.68926,10.62839,8.53735,3.94857,21.17008,19.56070,14.04313,43.10961,9647.04785,36103.48828,1.36196
"1485","1484",,,,,,,,,,,,,,,,96581.58594,102249.39844,
"1486","1485",2.00000,0.00192,136.06935,199.33904,0.22468,75.80943,73.36794,75.61391,10.64003,8.52118,3.85211,20.68811,19.15950,13.63691,88.63528,12313.97656,24063.59570,0.52686
"1487","1486",,,137.35449,192.95604,0.18182,71.09804,68.17405,70.12878,11.04052,8.67609,3.93468,20.22351,18.53572,12.92496,7.08484,724.45868,37227.76172,
"1488","1487",1.00000,0.01397,137.30623,184.74268,0.18203,86.58138,83.02746,92.76022,10.50296,8.18507,3.74007,19.80109,18.07351,12.82987,152.55901,3934.41406,162102.50000,1.86889
"1489","1488",,,,,,,,,,,,,,,,39772.46484,3827.40039,
"1490","1489",,,,,,,,,,,,,,,,23366.18555,127036.04688,
"1491","1490",,0.00464,154.33836,156.24023,0.08940,104.60515,100.98307,83.30465,7.35597,5.28923,0.92035,15.83810,14.04142,9.00116,344.51495,66165.88281,82165.95313,5.21295
"1492","1491",1.00000,,135.46312,192.92723,0.09979,81.37280,79.83802,91.02728,11.13467,8.79159,4.22525,20.19756,18.49761,13.14823,109.72979,1935.00476,139401.37500,
"1493","1492",,,,,,,,,,,,,,,,10954.83887,34307.00000,
"1494","1493",,,,,,,,,,,,,,,,15561.00879,198001.51563,
"1495","1494",1.00000,0.00707,141.47002,179.67545,0.09214,91.33875,86.22520,73.47307,10.63364,8.49555,3.64122,17.89041,16.23734,11.33365,80.41480,5035.66455,31128.65234,6.02887
"1496","1495",,,,,,,,,,,,,,,,17727.65430,90345.57813,
"1497","1496",1.00000,0.00246,146.64105,178.01563,0.32802,85.78447,82.58753,75.03594,9.13680,6.85006,2.19898,17.98389,16.20610,10.82298,71.84923,2236.05615,78809.71875,5.81278
"1498","1497",,,,,,,,,,,,,,,,45078.92188,227459.10938,
"1499","1498",,,,,,,,,,,,,,,,38861.47266,222612.68750,
"1500","1499",,,,,,,,,,,,,,,,163874.25000,184979.96875,
"1501","1500",,,,,,,,,,,,,,,,15078.52246,131122.31250,
"1502","1501",,,,,,,,,,,,,,,,55757.27344,137854.90625,
"1503","1502",,,,,,,,,,,,,,,,61012.48828,116474.48438,
"1504","1503",,,,,,,,,,,,,,,,12086.14258,76424.28906,
"1505","1504",,,,,,,,,,,,,,,,32340.34375,190543.42188,
"1506","1505",1.00000,0.00861,137.50623,145.42453,0.10393,100.62940,95.27484,99.54946,10.48250,7.88243,3.68679,17.86232,15.70551,11.49662,46.80996,4800.41455,133518.48438,3.84829
"1507","1506",,,,,,,,,,,,,,,,47454.54688,125442.01563,
"1508","1507",1.00000,0.02222,145.53758,180.30504,0.30410,84.76936,80.92403,73.49272,9.44163,7.16778,2.42772,18.26045,16.46203,11.09420,54.83412,7831.24951,85676.84375,0.49027
"1509","1508",,0.00190,156.76784,151.59171,0.09528,97.70087,96.93941,81.23240,7.06259,4.89880,0.67116,15.27109,13.47692,8.49955,357.73837,29133.76758,30592.62891,2.92702
"1510","1509",,0.01010,138.78822,183.76024,0.26468,105.56057,111.79124,104.49598,9.82532,7.94140,3.41498,18.93692,17.35555,12.69223,274.59979,19755.16406,3459.57959,4.35972
"1511","1510",,,,,,,,,,,,,,,,42385.27344,90871.36719,
"1512","1511",2.00000,0.00554,134.43060,203.38216,0.27273,85.48405,86.99540,90.03391,10.14241,8.30772,3.72651,21.03451,19.68245,14.57800,176.18192,23527.81250,928.78174,2.35389
"1513","1512",2.00000,0.01251,138.90744,208.53561,0.28894,96.61971,94.65698,86.37270,9.42879,7.81917,3.02390,20.24430,19.10148,13.83457,307.23840,6719.36182,9108.03125,1.62196
"1514","1513",,,,,,,,,,,,,,,,19605.58203,94191.98438,
"1515","1514",,,,,,,,,,,,,,,401.47186,29327.91992,29771.37695,
"1516","1515",,0.00758,147.67435,166.33752,0.11253,110.52804,101.96548,84.83212,8.35721,6.35704,1.82692,17.62926,15.74902,10.49720,164.66890,118339.31250,145945.89063,4.05491
"1517","1516",,,,,,,,,,,,,,,,96550.94531,177846.20313,
"1518","1517",,,,,,,,,,,,,,,,228397.92188,304941.31250,
"1519","1518",1.00000,0.00355,137.97964,179.77826,0.17726,84.36768,84.34470,91.43037,10.23566,7.85943,3.45813,19.47346,17.72325,12.68397,178.66524,4280.86377,104183.97656,4.42766
"1520","1519",1.00000,0.01177,141.50903,180.21358,0.24974,109.20103,111.89785,101.84542,9.66441,7.79867,3.12200,18.05914,16.58079,11.89555,446.11923,20596.53711,14817.44336,0.45198
"1521","1520",2.00000,0.00598,137.56570,196.18242,0.23351,73.74150,71.48003,70.08539,10.97505,8.67788,3.88235,20.23817,18.60974,12.96191,28.33139,3969.99902,21201.98047,4.54622
"1522","1521",,0.01572,137.15346,177.46294,0.20881,105.63173,112.44953,109.38101,10.23438,8.19620,3.77239,18.75849,17.09142,12.69330,240.50375,27924.26367,18855.18945,3.98079
"1523","1522",,,,,,,,,,,,,,,,15318.27637,41412.60156,
"1524","1523",1.00000,0.00899,146.34204,177.55708,0.28816,85.65398,82.44549,74.69363,9.16474,6.87721,2.25611,18.02170,16.24698,10.87785,43.54315,2672.30786,72661.09375,1.34941
"1525","1524",,,,,,,,,,,,,,,,104491.00781,158480.59375,
"1526","1525",2.00000,0.00464,136.19313,201.69165,0.28649,96.60731,98.08956,95.49325,9.80100,8.07422,3.43975,20.46187,19.17384,14.22676,240.89867,7241.11621,1888.43018,3.03548
"1527","1526",1.00000,0.01460,149.27731,178.70331,0.39499,95.42300,91.16209,83.29801,8.74355,6.70486,1.88660,16.96683,15.44927,10.14134,487.16190,18567.57227,11995.68652,1.03277
"1528","1527",,,,,,,,,,,,,,,,36630.71094,115461.68750,
"1529","1528",,,,,,,,,,,,,,,,205422.25000,254588.62500,
"1530","1529",,,,,,,,,,,,,,,,110676.07031,191973.84375,
"1531","1530",1.00000,,135.96297,150.41460,0.00000,111.96783,125.78979,116.22186,11.01926,8.77236,4.57567,17.68860,15.35707,11.35847,5.19944,7935.21729,36472.20703,
"1532","1531",1.00000,0.00520,137.85284,182.22166,0.09477,87.63200,84.39174,93.83323,10.32853,8.00630,3.57061,19.62475,17.90726,12.68955,206.58090,3706.43262,159497.82813,3.49635
"1533","1532",,,,,,,,,,,,,,,,93866.25781,113776.22656,
"1534","1533",,,154.63637,156.36363,0.00000,,,,,,,,,,,5469.28760,84103.67969,
"1535","1534",,,,,,,,,,,,,,,,6618.93506,16442.25000,
"1536","1535",5.00000,0.01332,148.68481,166.88582,0.27923,93.57726,88.18092,75.93970,9.35869,7.06376,2.33968,16.43424,14.65074,9.67695,242.04086,1380.89038,69588.78906,5.11476
"1537","1536",1.00000,0.05290,139.40742,204.71758,0.45494,100.80726,99.03497,89.65759,9.52065,7.88441,3.07184,19.71029,18.56267,13.43906,352.11844,14130.13477,17220.00977,2.71174
"1538","1537",,,,,,,,,,,,,,,,40636.44531,104694.38281,
"1539","1538",,,,,,,,,,,,,,,,112682.27344,143413.20313,
"1540","1539",2.00000,0.00139,137.05397,215.40306,0.36538,85.18024,81.13950,77.66698,9.45936,7.87145,3.08139,21.35012,20.18399,14.68915,176.23268,941.21179,6961.66113,5.62729
"1541","1540",2.00000,0.00961,137.61685,205.13013,0.36839,93.88569,93.94550,91.45637,9.50338,7.84545,3.13336,20.47523,19.27416,14.12781,307.86792,18890.47266,15305.08789,2.34690
"1542","1541",1.00000,0.01672,136.95932,175.06931,0.15889,82.05040,84.89767,89.80309,10.00071,7.70774,3.32279,19.80035,17.95219,13.04898,123.46767,3048.17847,59255.83984,6.26298
"1543","1542",,,,,,,,,,,,,,,,118067.82813,172828.87500,
"1544","1543",,,,,,,,,,,,,,,,17429.81055,75467.51563,
"1545","1544",,,,,,,,,,,,,,,,22969.16406,128021.20313,
"1546","1545",1.00000,0.01084,137.95828,155.36578,0.16134,90.34563,95.56251,103.19666,10.72452,8.23995,3.98094,17.79783,15.79623,11.46161,103.75909,3884.97510,81445.15625,6.21342
"1547","1546",,,,,,,,,,,,,,,,114001.02344,172829.73438,
"1548","1547",,,,,,,,,,,,,,,,10085.17285,83932.25000,
"1549","1548",,0.04216,137.29706,160.86084,0.00034,105.88420,116.50106,112.61076,10.69893,8.45551,4.15641,17.94981,15.90759,11.72984,114.93311,54100.97266,19560.31250,3.17056
"1550","1549",,,,,,,,,,,,,,,,83266.58594,108055.82813,
"1551","1550",,,,,,,,,,,,,,,,8928.39551,65520.38281,
"1552","1551",,,,,,,,,,,,,,,,71298.56250,119958.79688,
"1553","1552",,,144.63432,165.28290,0.09091,108.92289,98.93766,82.31289,8.95500,6.89100,2.36766,18.26309,16.29784,11.03815,,100917.47656,140123.09375,
"1554","1553",,,,,,,,,,,,,,,,5022.18457,91719.62500,
"1555","1554",,,,,,,,,,,,,,,,30085.16992,204373.14063,
"1556","1555",2.00000,0.00297,136.82765,207.31992,0.18321,91.34871,85.71747,76.56509,9.84259,8.13125,3.43258,20.86036,19.58729,14.16946,90.77341,6807.42480,5306.38086,1.73557
"1557","1556",,,,,,,,,,,,,,,,179278.57813,256681.73438,
"1558","1557",,,,,,,,,,,,,,,,132638.59375,151283.51563,
"1559","1558",,0.00875,156.10023,151.00592,0.12715,100.09934,98.37477,81.70628,7.22018,5.06729,0.79809,15.28008,13.47341,8.56594,350.43994,32280.61328,43615.41797,4.01121
"1560","1559",,,,,,,,,,,,,,,,84624.61719,176553.67188,
"1561","1560",,,,,,,,,,,,,,,,29351.12305,88090.14844,
"1562","1561",1.00000,,133.88892,197.67868,0.13512,95.31487,93.23750,84.94432,11.32639,9.33629,4.59517,20.04186,18.48185,13.70981,39.26867,773.78430,54837.34375,
"1563","1562",,,,,,,,,,,,,,,,20380.26953,72811.44531,
"1564","1563",,,,,,,,,,,,,,,,106282.90625,110521.35156,
"1565","1564",,,,,,,,,,,,,,,,46299.45703,87993.23438,
"1566","1565",,,,,,,,,,,,,,,,42867.98438,77613.98438,
"1567","1566",2.00000,0.00647,134.58008,199.21260,0.15684,97.03794,99.42455,99.41519,10.07099,8.26610,3.73001,20.50537,19.14961,14.35742,222.22363,8477.74805,18279.24219,3.54001
"1568","1567",,,,,,,,,,,,,,,,128609.22656,160868.15625,
"1569","1568",,,,,,,,,,,,,,,,12965.65918,37561.69922,
"1570","1569",,,,,,,,,,,,,,,,95086.08594,146110.92188,
"1571","1570",,,,,,,,,,,,,,,,28106.47852,130373.10938,
"1572","1571",,0.01261,145.17990,165.09708,0.06226,110.57224,101.67365,86.86139,9.16137,7.15892,2.68094,17.67877,15.65008,10.66704,26.56528,128688.33594,158014.76563,2.41999
"1573","1572",,,,,,,,,,,,,,,,11412.33398,51411.44141,
"1574","1573",1.00000,0.01745,147.04207,169.08571,0.28116,89.96175,85.30321,74.35052,9.46865,7.11944,2.46791,17.16760,15.33199,10.24920,76.39056,8212.64160,59940.01953,0.71276
"1575","1574",1.00000,0.00561,138.11504,156.66745,0.16139,96.15480,94.08372,97.00275,10.39707,7.86359,3.56830,18.25688,16.22170,11.75107,154.56068,5148.29443,109029.67188,3.42575
"1576","1575",,,,,,,,,,,,,,,,52869.13281,65149.03906,
"1577","1576",,,,,,,,,,,,,,,,50939.69531,113794.62500,
"1578","1577",2.00000,0.00905,135.86804,203.72440,0.27904,95.22897,96.45090,94.97489,9.84158,8.12112,3.48407,20.59499,19.32519,14.35227,239.64801,21641.07813,7576.47754,1.71895
"1579","1578",,,,,,,,,,,,,,,,137328.40625,189715.70313,
"1580","1579",,,,,,,,,,,,,,,,61419.89063,131165.59375,
"1581","1580",,,,,,,,,,,,,,,,116822.80469,135083.81250,
"1582","1581",,,,,,,,,,,,,,,,64029.71484,138231.42188,
"1583","1582",,0.01662,140.93364,176.91231,0.25897,108.96318,116.22566,108.07907,9.57465,7.66512,3.15409,18.22192,16.59742,11.98549,390.09753,26443.15234,10487.87988,3.15614
"1584","1583",,,,,,,,,,,,,,,,26392.48242,114226.76563,
"1585","1584",,,,,,,,,,,,,,,,117594.60938,179375.31250,
"1586","1585",,,,,,,,,,,,,,,,247333.68750,323719.25000,
"1587","1586",,,,,,,,,,,,,,,,50134.48828,97844.87500,
"1588","1587",,,,,,,,,,,,,,,,37521.30078,107559.57813,
"1589","1588",,0.01124,150.01210,173.49570,0.33565,92.03838,87.62884,78.40220,8.89266,6.67716,1.92105,16.63597,14.94464,9.73586,344.34552,17484.38281,75456.28906,2.97365
"1590","1589",,,,,,,,,,,,,,,,7414.28027,76855.35156,
"1591","1590",,,137.23605,144.58601,0.18182,,,,,,,,,,,4833.99707,66574.43750,
"1592","1591",,,,,,,,,,,,,,,,86804.76563,105159.58594,
"1593","1592",,,,,,,,,,,,,,,,8889.03809,37533.03906,
"1594","1593",,,,,,,,,,,,,,,,124093.70313,153696.34375,
"1595","1594",3.00000,,135.30681,204.94844,0.25584,75.92393,72.49905,73.91822,10.83031,8.74207,3.98522,21.43994,19.89795,14.10218,19.19471,5190.45703,28175.19531,
"1596","1595",,0.01610,137.32973,160.70113,0.07267,107.40282,118.34441,113.01411,10.60611,8.40613,4.10225,17.94116,15.90806,11.71308,131.94423,48893.60547,7899.43359,4.95668
"1597","1596",,,,,,,,,,,,,,,,47963.55469,110260.57031,
"1598","1597",1.00000,0.05817,137.81795,180.01524,0.07888,100.44145,101.66415,92.98626,10.77710,8.69204,4.00975,18.63003,16.98521,12.37993,223.18375,4510.79590,92564.35156,2.64924
"1599","1598",1.00000,,137.71010,178.69337,0.09669,81.19708,83.41013,89.39568,9.95447,7.66434,3.24347,19.81301,18.02804,12.97671,118.37094,6358.98975,62747.03125,
"1600","1599",2.00000,0.01432,149.15056,175.64928,0.38876,90.52551,86.16333,77.72756,9.01132,6.80554,2.03910,16.95728,15.26340,10.00902,310.14926,22954.45117,69159.30469,0.24269
"1601","1600",,,136.43311,160.20102,0.00000,107.59924,116.33344,108.20029,10.90567,8.67612,4.34303,18.28575,16.06503,11.83743,26.77321,27150.60352,49078.57031,
"1602","1601",2.00000,0.00360,134.42303,193.94768,0.25248,101.72213,104.96405,103.47562,10.18037,8.30759,3.81660,20.20794,18.78135,14.19362,183.09653,7122.37598,4130.26367,0.52712
"1603","1602",,,,,,,,,,,,,,,,212525.60938,290775.31250,
"1604","1603",,,,,,,,,,,,,,,,21558.25195,56373.44141,
"1605","1604",,0.01071,135.20680,198.40147,0.19221,73.63650,73.31273,79.80381,9.95784,7.94891,3.40990,21.27605,19.74735,14.35960,62.65369,1684.20850,11719.83496,5.34568
"1606","1605",,,,,,,,,,,,,,,,186195.67188,237273.82813,
"1607","1606",,,,,,,,,,,,,,,,229302.76563,305248.03125,
"1608","1607",1.00000,0.02390,136.72629,156.63614,0.12885,91.47179,92.85331,93.99156,10.84256,8.26563,3.96117,18.29998,16.17643,11.79022,123.07503,2447.67358,92838.67188,5.61974
"1609","1608",,,,,,,,,,,,,,,,32320.82813,215119.53125,
"1610","1609",1.00000,0.00725,137.87512,167.93373,0.18180,85.13743,88.65154,92.90526,9.97660,7.61231,3.26790,19.19182,17.26399,12.54144,141.18126,3672.54224,66193.86719,4.43621
"1611","1610",,,,,,,,,,,,,,,,60926.74609,143407.07813,
"1612","1611",,,,,,,,,,,,,,,,69178.21875,146867.78125,
"1613","1612",,,,,,,,,,,,,,,,22528.73047,51998.36328,
"1614","1613",,,,,,,,,,,,,,,,59218.77734,98977.07031,
"1615","1614",,,,,,,,,,,,,,,,106512.78125,145858.65625,
"1616","1615",,,,,,,,,,,,,,,,78492.10938,112405.65625,
"1617","1616",3.00000,0.00714,135.05399,198.72275,0.22139,73.84535,73.73727,77.70262,10.62175,8.51752,3.92950,21.10119,19.47355,13.94892,32.90827,7549.50391,37784.42188,3.46476
"1618","1617",,,,,,,,,,,,,,,,138417.59375,216980.92188,
"1619","1618",,0.01525,148.50401,163.78996,0.09091,107.95306,100.52535,83.12740,8.26848,6.23748,1.74960,17.37224,15.49754,10.31410,154.88322,98796.17188,124633.03125,2.04559
"1620","1619",,,,,,,,,,,,,,,,4049.15063,33061.91016,
"1621","1620",,,,,,,,,,,,,,,,101297.41406,135562.68750,
"1622","1621",,,,,,,,,,,,,,,,40315.60547,78184.92188,
"1623","1622",1.00000,0.02055,145.59660,183.62207,0.42602,99.47620,95.12411,85.35426,8.99978,7.11123,2.29860,17.87664,16.49552,11.23990,444.38547,971.87231,5434.50635,2.46574
"1624","1623",,,,,,,,,,,,,,,,129348.67969,180520.17188,
"1625","1624",,,,,,,,,,,,,,,,121372.88281,196868.81250,
"1626","1625",,,,,,,,,,,,,,,,57053.72266,237748.28125,
"1627","1626",,,,,,,,,,,,,,,,136441.87500,216607.68750,
"1628","1627",,,,,,,,,,,,,,,,14973.42578,85153.23438,
"1629","1628",2.00000,0.00268,137.33246,207.98511,0.30902,81.57725,77.42013,76.81674,9.73592,7.96527,3.15875,21.23000,19.92212,14.25962,136.48981,2044.97168,30590.85352,3.89529
"1630","1629",,,,,,,,,,,,,,,,8536.52539,179038.71875,
"1631","1630",3.00000,0.01061,137.71646,201.65910,0.31156,79.22361,75.74916,76.62360,10.21749,8.16198,3.34014,21.01714,19.46905,13.70999,,2381.76147,57577.84766,3.09958
"1632","1631",,,,,,,,,,,,,,,,67380.82813,137929.73438,
"1633","1632",,,,,,,,,,,,,,,,16174.16016,103480.21875,
"1634","1633",,,,,,,,,,,,,,,,254311.98438,305270.87500,
"1635","1634",,,,,,,,,,,,,,,,104673.60938,187674.98438,
"1636","1635",,,,,,,,,,,,,,,,183767.03125,214472.64063,
"1637","1636",,0.00105,148.41016,166.95190,0.08560,112.47083,103.99950,88.64256,8.44387,6.52007,1.96572,17.16790,15.29200,10.21100,211.09128,147030.07813,187495.60938,0.67827
"1638","1637",,,,,,,,,,,,,,,,67802.52344,102013.70313,
"1639","1638",2.00000,,138.93336,197.31810,0.32979,73.28814,71.84064,69.66828,10.93211,8.58388,3.73728,20.06331,18.39158,12.65592,26.86947,375.24057,34212.86328,
"1640","1639",2.00000,0.00132,135.85222,187.10332,0.12500,85.75506,88.25671,92.28441,9.82526,7.82801,3.38963,20.28534,18.70401,13.78460,202.77559,23599.76758,17672.96484,4.07725
"1641","1640",,,,,,,,,,,,,,,,56813.37500,85515.21875,
"1642","1641",2.00000,0.00533,135.41820,205.13940,0.30720,79.28811,76.44975,77.79042,10.68953,8.69528,3.94469,21.03814,19.65000,14.06332,71.88812,3199.79590,15368.06250,0.85101
"1643","1642",,,,,,,,,,,,,,,,134322.67188,134952.48438,
"1644","1643",1.00000,0.00505,149.93921,177.66997,0.39982,90.63133,86.62604,79.55495,8.79590,6.61396,1.84293,16.93921,15.27176,9.93314,379.24823,28219.52344,58570.59766,1.99482
"1645","1644",,,,,,,,,,,,,,,,39483.86719,89837.64063,
"1646","1645",,,,,,,,,,,,,,,,20778.38672,71163.57031,
"1647","1646",,,,,,,,,,,,,,,,55239.70703,107866.82031,
"1648","1647",,,,,,,,,,,,,,,,86743.57813,101529.97656,
"1649","1648",,,,,,,,,,,,,,,,57658.80078,138189.85938,
"1650","1649",,,137.12987,191.97404,0.22078,71.57257,71.30670,76.62394,10.69075,8.37857,3.78765,20.49580,18.72042,13.13588,9.72978,3074.01392,51496.35547,
"1651","1650",,,,,,,,,,,,,,,,92180.52344,146339.17188,
"1652","1651",,,,,,,,,,,,,,,,20373.75391,86612.40625,
"1653","1652",1.00000,0.01570,136.43269,213.69742,0.35022,93.33718,86.73272,77.06718,10.02319,8.37137,3.59956,20.88007,19.73921,14.38733,179.82272,5152.00537,8802.59961,6.07259
"1654","1653",,,,,,,,,,,,,,,1.00000,59653.72656,91886.38281,
"1655","1654",3.00000,,135.49101,204.68817,0.32942,77.08330,74.00687,74.78432,10.84263,8.76984,4.01189,21.11721,19.62327,13.94227,17.05443,1883.44263,30485.93164,
"1656","1655",3.00000,0.08061,147.51472,171.79190,0.29894,93.58644,88.20065,75.66970,9.56162,7.40227,2.59687,16.68239,15.03450,10.04757,276.56686,3063.12061,60932.02734,6.13743
"1657","1656",,,,,,,,,,,,,,,,81878.71094,69902.28906,
"1658","1657",,,,,,,,,,,,,,,,156180.12500,204860.89063,
"1659","1658",1.00000,0.00545,135.13217,187.23653,0.21708,104.73954,109.25891,107.61908,10.21695,8.27024,3.82693,19.61975,18.11312,13.65848,204.18761,3427.38110,3072.75195,3.90090
"1660","1659",,,132.65469,200.10620,0.18182,75.73294,76.21310,80.81628,10.10694,8.18921,3.71282,21.74911,20.23171,15.00460,,3815.65186,14554.30078,
"1661","1660",,,,,,,,,,,,,,,,75077.75000,109447.71094,
"1662","1661",,,,,,,,,,,,,,,,45762.39453,129450.61719,
"1663","1662",,,,,,,,,,,,,,,,144483.57813,194922.17188,
"1664","1663",,,,,,,,,,,,,,,,61864.12500,108807.96094,
"1665","1664",,,,,,,,,,,,,,,,45896.14063,30249.20508,
"1666","1665",,,,,,,,,,,,,,,,83031.08594,129595.40625,
"1667","1666",,,,,,,,,,,,,,,,38575.22266,150802.20313,
"1668","1667",,,136.68561,149.58713,0.00000,90.79313,97.16084,103.13227,11.05009,8.47356,4.26950,17.72672,15.53628,11.35717,,20856.26563,99373.48438,
"1669","1668",,,,,,,,,,,,,,,,24669.32422,22408.54492,
"1670","1669",,,,,,,,,,,,,,,,11422.61328,109060.85938,
"1671","1670",,,,,,,,,,,,,,,,24587.58594,73647.82813,
"1672","1671",,,,,,,,,,,,,,,,108841.39844,169530.96875,
"1673","1672",,0.00917,140.81438,197.52892,0.43412,102.47163,104.33186,96.35538,9.13690,7.45851,2.74367,19.34778,18.09246,13.02553,423.87573,14451.70703,9877.16113,2.47674
"1674","1673",,0.00072,133.89857,193.90140,0.09091,97.72330,101.20373,102.28636,10.23928,8.36150,3.91907,20.34650,18.88711,14.20477,195.46207,11113.13281,8320.59375,1.17399
"1675","1674",3.00000,0.00191,137.79955,190.68028,0.26371,70.93932,69.78750,74.48135,10.79915,8.42716,3.79376,20.21346,18.43426,12.82625,9.22485,430.05573,66708.75781,6.23211
"1676","1675",,,,,,,,,,,,,,,,35874.42969,11019.05566,
"1677","1676",1.00000,0.01558,142.17239,129.56578,0.09862,102.51380,100.15429,105.59744,10.05390,7.42976,3.43293,16.15539,13.86871,9.93007,89.35484,4953.22168,151602.54688,4.02179
"1678","1677",2.00000,0.00416,136.56789,198.21910,0.36131,75.13049,72.07984,73.70661,10.73053,8.55800,3.86779,20.51526,18.95434,13.41271,84.66598,8404.92676,22892.34570,5.67722
"1679","1678",2.00000,0.02867,143.65453,197.68620,0.40140,84.89217,81.65702,82.26838,9.22920,7.20223,2.34749,19.62719,18.10126,12.28628,209.69379,4759.50781,54328.17188,0.35764
"1680","1679",,0.00050,135.16246,179.23096,0.13218,98.55088,104.05855,107.68348,10.19279,8.15979,3.87539,19.50873,17.82497,13.26564,235.73322,21392.52344,8033.89014,5.80700
"1681","1680",1.00000,0.04403,139.69852,165.59393,0.11293,109.93708,116.54297,107.26656,10.22641,8.14638,3.68045,17.91895,16.01432,11.61407,276.57709,32921.72266,37501.40234,2.09870
"1682","1681",2.00000,,138.74596,195.04269,0.30402,72.42799,71.23984,69.26849,11.00889,8.62676,3.79080,19.97586,18.28632,12.58900,22.03656,3326.47827,30145.95898,
"1683","1682",,0.01222,137.92412,161.96246,0.08173,107.04133,117.55101,112.76070,10.55024,8.35476,4.03743,17.94839,15.95044,11.73552,155.90388,54893.49219,13003.02539,1.52426
"1684","1683",2.00000,0.01947,134.30573,208.34427,0.23594,78.92042,77.60022,81.19885,10.70601,8.73101,3.97817,21.26539,19.98153,14.51778,132.53758,217.07796,15060.57422,3.85183
"1685","1684",,,,,,,,,,,,,,,,236405.03125,306552.71875,
"1686","1685",,,,,,,,,,,,,,,,64996.92188,117532.74219,
"1687","1686",,,,,,,,,,,,,,,,25052.43555,85340.02344,
"1688","1687",2.00000,0.00287,136.55208,203.99881,0.18182,94.24931,94.85677,93.04428,9.68117,7.99621,3.31730,20.56017,19.32971,14.26123,280.12350,19489.74023,14510.95996,1.09926
"1689","1688",1.00000,0.00309,148.33174,165.43451,0.30354,89.93490,86.53699,75.66917,8.91161,6.56695,2.07955,17.03675,15.22042,10.09528,93.29575,14295.91016,43275.20313,5.21256
"1690","1689",,,,,,,,,,,,,,,,61882.66797,107088.54688,
"1691","1690",,,,,,,,,,,,,,,,17415.58984,69561.24219,
"1692","1691",,,,,,,,,,,,,,,,43806.33984,82199.20313,
"1693","1692",,0.02396,138.93011,153.99371,0.04693,112.87460,125.32012,116.23281,10.36797,8.22225,3.93259,17.45067,15.35679,11.19345,215.18965,9710.92090,16278.01953,3.65731
